Sample ID	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
TCGA-Z4-AAPF-01A	4.093	14.0486	1.8021	11.6422	3.0152	2.6777	3.4975	1.9238	6.7189	4.3689	0.3753	12.9463	2.3985	0.2566	0	0	0	3.3675	0	0	0	1.4982
TCGA-3B-A9HZ-01A	2.932	3.4584	1.1262	4.8429	0.842	9.8829	1.1406	0	1.5648	6.6138	2.1033	1.6578	4.7832	1.2531	10.4863	0.5758	2.9934	1.1896	1.8042	1.1234	0	1.119
TCGA-3B-A9HZ-10A	15.346	10.5891	2.195	0.5471	11.9356	9.1019	0.7154	0	0.4105	4.7385	8.8631	2.8991	6.0109	0	0	4.792	0.5924	7.3762	0.3103	1.1347	5.4968	0.9361
TCGA-K1-A3PO-01A	1.8934	0.7116	2.0855	0	1.3345	1.6376	0	0	1.1896	0	1.1405	0	0.7806	0	1.1461	0	0	0	2.2641	1.6046	0	0
TCGA-K1-A3PO-11A	9.4821	0	0	1.4664	1.07	0	1.5248	0	0	0	1.539	0	0	0	1.3349	0	1.4624	0	0	0	0	0
TCGA-K1-A3PO-10A	1.2851	0.9434	1.275	0	0.9587	0.996	0	0	0	2.5144	0.99	0	0.8542	3.0214	0	1.073	2.6516	0	0	0	1.1386	0
TCGA-DX-A6B9-01A	6.6974	15.2232	0	5.1892	0	0.7475	0	0.7126	0	16.987	4.0337	3.7299	1.8364	0	1.1218	4.3925	6.1236	9.7565	20.8788	0	0	0
TCGA-DX-A6B9-10A	0	4.5685	1.2846	3.364	2.5431	7.68	6.4293	2.7476	8.1606	1.3115	0	2.2376	2.7568	0	4.801	2.5922	0	5.5326	0	0	1.3782	0
TCGA-HB-A3YV-10A	3.1266	2.9331	1.7722	0	0	0	0	0	0	0	3.0107	1.5461	0	0	1.574	0	0	0	1.4916	0	0	0.8802
TCGA-HB-A3YV-01A	83.8257	9.1922	6.693	176.6574	24.3865	726.4486	56.6973	21.6391	24.1105	3.7811	21.7854	458.681	69.567	7.1203	11.4245	3.39	12.5403	24.7185	14.8489	17.6026	2.1993	5.292
TCGA-DX-AB32-01A	5.8663	4.8692	133.2358	17.3564	10.2639	17.2675	6.9939	7.4627	7.3838	3.6953	4.5716	12.8707	3.7119	0.4054	0	13.9936	2.1467	19.8748	9.5717	3.0921	1.2522	8.7983
TCGA-DX-AB32-10A	6.3916	2.4395	2.4528	0	5.7039	0	1.1956	1.3349	1.0443	1.1323	1.0277	0.9404	0	0	0	0	2.176	2.5871	2.7987	0	5.6861	0
TCGA-K1-A3PN-02A	8.8573	0	0.4126	0	0	7.7498	0	1.0472	1.9693	12.6853	3.1766	0.7702	3.8275	0	5.891	8.7953	32.1194	0.8585	10.3534	0.7692	0	2.342
TCGA-K1-A3PN-01A	0	2.6229	0	0	0.9031	5.1648	0	2.651	0.3185	0	0.3662	5.8884	5.4454	0.9142	0.6052	7.0747	38.5053	0	7.2206	0.9041	0	1.9464
TCGA-K1-A3PN-10A	0	2.9559	0.9354	0	0.7596	12.0525	0	0	2.1629	0	6.7264	3.0462	0	2.2933	1.4418	0	0	0	0	1.0411	2.314	0
TCGA-DX-A7EI-01A	222.9275	14.2414	1.3386	30.1236	82.8561	73.2991	15.091	22.2444	14.426	1.7826	17.7214	832.0606	0	19.548	31.343	7.7486	7.2127	5.291	69.3838	40.5441	2.7849	1.6164
TCGA-DX-A7EI-10A	0	0	0	6.1438	0	6.3664	3.0381	1.3008	0	0	1.3881	0	0	1.4711	0	1.5702	3.6071	0	0	0	0	1.381
TCGA-WP-A9GB-10A	0	4.3162	1.4492	6.1657	0	1.1009	4.0141	7.2463	1.9785	0	4.6608	4.9339	0	1.5492	0	10.7692	0	1.2633	0	0	0	0
TCGA-WP-A9GB-01A	33.2623	14.3644	31.4817	35.437	22.8	32.8452	26.3336	27.2877	21.3777	24.8061	23.5379	7.1243	33.6089	6.8367	11.3507	30.9338	14.5975	12.2102	6.8887	2.8005	9.0941	1.811
TCGA-SG-A6Z7-01A	133.8056	28.9425	8.6993	2.6049	9.21	93.4191	54.3407	118.0006	1.3385	10.6423	29.1499	610.3711	17.5142	1.7634	0	0.8592	16.8419	0.4728	11.5228	3.7809	35.718	3.8963
TCGA-SG-A6Z7-11A	6.6651	0	1.6306	4.6692	0	3.8942	0	0	0	0	2.3315	7.3941	1.2041	0	0	0	0.8747	3.8256	2.5748	1.1865	0	0
TCGA-X6-A7WD-10A	9.0321	5.6783	0	7.2083	1.5636	0	1.4605	0	3.753	1.8453	3.8112	0	0	0	0	2.8659	1.5473	2.8838	1.6085	0	0	0
TCGA-X6-A7WD-01A	10.997	5.3203	1.7472	10.7231	9.1247	7.4877	1.2171	5.4468	4.6928	44.7023	5.5184	2.5958	0.694	1.7644	0.9361	2.0527	20.1907	7.9286	5.1169	0	0.6551	0
TCGA-VT-A80G-11A	1.3754	3.4945	0	1.0565	1.1773	3.9455	0	0.8666	1.0323	0	0.9622	0	0	3.4419	0	0	1.0927	1.2405	0	0	0	0
TCGA-VT-A80G-01A	25.8293	96.7282	57.0985	115.0061	21.8165	29.255	20.9486	18.5888	70.4665	10.2108	24.7838	18.1035	3.0537	11.4595	5.4181	13.9647	16.1015	18.6643	3.8855	20.1368	6.9738	7.9351
TCGA-IE-A3OV-01A	11.8185	32.7472	11.4884	5.7163	7.9882	12.7469	1.933	8.2525	27.3487	3.3656	0.5416	1.73	25.9635	9.101	1.4282	7.5115	56.1757	10.6101	16.8793	2.6525	0.912	2.9181
TCGA-IE-A3OV-11A	4.831	0	0	8.155	0	1.3114	0	3.717	0	1.336	1.3706	11.5446	1.5796	1.3736	0	3.8131	0	0	0	0	0	5.0451
TCGA-DX-A3LW-01A	59.3514	2.4886	2.3954	301.1891	4.9187	3.7103	1.2927	1.0764	4.2014	1.764	10.2455	479.5901	3.2389	2.4634	1.3163	0.8729	5.3626	2.9812	13.2231	3.692	0.691	2.0045
TCGA-DX-A3LW-10A	0	0	0	0	0	5.4627	0	0	0	1.3103	1.9265	1.3621	1.254	1.4268	0	0	0	3.4566	0	0	1.494	0
TCGA-QQ-A8VG-10A	1.0363	0	0	0	0	1.4749	0	2.5859	0	0	0	0	0	0	0	0	0	0	0	0.8355	0	0
TCGA-QQ-A8VG-01A	0	0	0	3.3564	4.9394	0	0	0	1.4123	0	0	0	0	0	0	0	1.2115	1.726	0	0.9522	0.3092	1.0505
TCGA-DX-A23V-01A	169.6767	11.1211	0.4771	2.766	4.2789	0	11.0696	0	6.5111	6.7342	0.291	442.5603	28.386	0.8496	0	0.6408	1.6023	0	0	0	0	1.8958
TCGA-DX-A23V-10A	0	0	0	1.0261	0	3.3055	0	0	0	0	0	0	0	1.0794	3.1385	0.8444	0	0	0	0	0	0
TCGA-DX-A6YQ-10A	6.6437	1.1175	0	1.3273	1.2289	2.4863	2.8743	0	0	1.4464	8.3614	0	1.7077	0	0	2.6282	0	0	0	0	0	5.0577
TCGA-DX-A6YQ-01A	34.0497	28.933	24.7186	27.0229	13.1587	31.852	15.5629	4.2343	9.4215	6.1867	21.9626	17.2141	5.8553	2.9459	5.3736	10.85	44.0757	2.8479	22.5475	29.5699	3.2876	7.1511
TCGA-K1-A42X-11A	7.4524	5.6029	3.7236	16.5001	1.9519	2.4317	10.5052	1.8327	4.5756	0.965	7.5408	0	3.5545	5.4598	0	0	0	1.8874	5.5592	0	0	1.9283
TCGA-K1-A42X-01A	20.7108	5.7057	6.1687	2.617	1.7568	8.1086	9.2589	4.6859	6.238	2.1821	31.9355	2.502	3.3916	18.839	0	1.1131	6.4349	6.323	17.5601	3.0457	2.0436	3.6671
TCGA-K1-A42X-02A	10.2472	7.7589	4.3786	5.1487	10.7655	13.6264	3.3398	7.8179	4.9681	3.1786	23.782	0.8257	2.6554	12.4253	0	0.7993	5.2465	2.7085	6.0394	1.6578	0.8025	2.2169
TCGA-DX-A3M2-01A	14.307	5.3143	1.9689	10.0172	93.923	10.0727	35.7319	12.2204	11.8895	1.8128	6.1147	6.6399	4.1659	4.4278	0	2.6647	19.6547	2.763	3.8156	0.9717	3.5553	0
TCGA-DX-A3M2-10A	0	0.9588	1.0948	0	0	1.3538	1.1967	2.3753	0	0	0	2.3555	1.4109	0	0	0	2.2117	0	0.9715	1.3218	0	0
TCGA-PC-A5DK-10A	0	0	0	0	0	0	1.4354	1.7633	2.7508	2.3558	2.1579	0	0	0	2.6662	0	1.2889	1.2913	1.4783	4.5951	0	1.0358
TCGA-PC-A5DK-01A	6.3001	16.4258	0	12.3849	0	4.7848	0	0	1.0905	7.3957	0.9327	0.8278	3.0996	4.8238	0	1.1825	1.7868	0	4.5884	6.3087	0	1.8427
TCGA-DX-A48U-01A	8.7784	1.1074	3.7479	3.0961	2.8192	3.9485	3.968	3.4985	1.5374	3.5773	10.5954	2.877	12.1214	1.6994	1.7831	0.5198	3.2822	0	3.8172	2.3086	0.2636	0.2662
TCGA-DX-A48U-10A	0	0	0	0	0	1.2067	0	2.5702	2.7554	0	0	1.3945	0	0	0	0	0	0	1.111	0	0	1.3115
TCGA-QQ-A8VH-01A	5.9186	18.9146	5.8749	26.8913	11.0241	4.2127	16.3802	75.8583	7.6506	16.6157	18.815	7.5169	6.1425	47.8662	5.9821	6.596	23.1383	3.4821	47.6167	24.2121	65.9096	16.4351
TCGA-QQ-A8VH-10A	1.6539	1.51	1.5812	0	0	0	0	0	0	1.6317	0	0	1.5345	0	0	1.3771	0	5.7146	0	0	0	1.3862
TCGA-DX-A23Z-01A	11.2927	121.0138	0	4.2113	65.5584	292.9663	24.3466	38.8994	67.8808	184.0489	341.8066	461.5487	29.6706	3.1856	6.8595	0	0.3135	1.3732	5.2355	0	0	0
TCGA-DX-A23Z-10A	1.1588	0	0	3.1366	0	0	1.6823	0	0	0.9364	1.1862	3.4163	1.3858	0	0	0	2.43	2.295	0	5.2715	0	2.7825
TCGA-DX-A23T-01A	11.3493	7.4312	1.4018	0.9028	82.8095	202.1359	41.1619	230.8594	2.7229	9.8597	266.0274	222.0521	16.2385	4.3367	0	1.4762	0	1.5912	0	2.6923	20.6532	0
TCGA-DX-A23T-10A	0	0	0	3.9994	1.6915	0	2.4858	1.7362	0	0	0	1.7298	0.9564	0	1.4609	0	1.583	0	0	2.6635	7.104	0
TCGA-DX-A8BP-01A	5.0744	13.332	6.5929	1.0197	35.9385	0.9239	11.1696	2.1288	6.8875	3.0738	2.6277	0	6.2564	0.8717	0	2.3773	0	0	2.4586	7.6454	0	0
TCGA-DX-A8BP-10A	0	0	2.9963	0	0	0	2.578	0	0	0	1.4511	1.394	4.9015	2.4096	0	0	0	1.1988	0	1.4451	8.225	0.6464
TCGA-FX-A76Y-01A	2.2808	0	0	0	4.9909	3.2862	1.6514	0	0	40.9973	2.2151	0	28.8195	2.4426	1.184	9.1914	6.8895	1.2204	3.5617	0	0	0
TCGA-FX-A76Y-10A	1.4167	0	0	2.6831	6.2303	6.7328	3.4136	0	1.2736	1.3576	4.4173	0.5516	0	0	0	0	1.2376	0	1.253	1.3816	0	0
TCGA-DX-AB2W-01A	22.7542	23.932	43.2311	19.165	26.3411	2.1736	12.2833	25.2803	11.8775	13.5464	24.244	76.2642	3.6105	3.2865	50.5028	3.3848	1.6532	9.5593	6.2481	31.3922	81.6111	6.461
TCGA-DX-AB2W-10A	1.26	2.2792	1.9333	11.5358	0	1.3303	0	0.993	1.1975	2.7192	0	0.729	0	3.66	0	0	1.6685	1.0621	1.2969	0	0	0
TCGA-IE-A4EI-10A	1.3934	1.3281	3.2187	3.9474	6.7318	1.1428	0	0	0	0	1.0607	2.2434	2.1339	0	0.9647	4.2872	2.0824	3.5874	0	0	0	0
TCGA-IE-A4EI-01A	6.1802	2.9474	5.2454	1.7109	2.9083	4.0982	18.4623	0.5116	3.339	3.7454	3.6248	3.5788	5.0559	0	6.3701	3.6822	3.1536	2.9972	3.2865	1.2766	0	0.3564
TCGA-X6-A7WB-01A	25.7671	51.3883	6.9926	11.1962	8.271	22.662	8.7609	7.7176	6.171	2.1512	7.796	5.9125	26.7638	3.3043	5.2221	4.3227	8.0109	0.73	2.147	23.8533	1.8459	7.1513
TCGA-X6-A7WB-10A	0	1.1794	1.3736	1.0927	2.2998	1.0038	0	2.471	0.9991	0	2.0057	0	4.8485	0	1.1262	0	0.8769	2.2155	0	1.388	1.3726	1.1052
TCGA-DX-AB3C-01A	1.0791	0	5.453	4.1338	26.9712	0	0	0.8622	1.6286	2.4634	1.1459	3.8433	0	0	0	2.8087	0	0	0	7.8635	1.1867	0
TCGA-DX-AB3C-10A	0	4.3829	12.3856	13.4582	17.4798	0	1.7625	8.5829	0.8949	8.7898	5.4557	7.8365	5.0137	1.0748	4.9173	0.8377	5.6955	5.7353	4.7769	1.3215	1.3803	7.4972
TCGA-SI-A71P-01A	0.528	0	0.7902	1.5691	4.3326	5.569	0.5039	0	2.6321	3.322	7.3331	2.8038	2.9154	2.3925	0	6.8622	0.2733	1.212	0.7962	0	0	0
TCGA-SI-A71P-10A	22.7508	20.2055	16.7634	13.097	0	1.7238	7.0226	13.89	14.8053	11.6655	7.0101	4.2802	11.856	3.2714	4.6636	11.8391	12.868	8.2147	2.7178	6.69	3.0624	3.1673
TCGA-3B-A9I3-01A	5.0802	1.4792	5.7085	3.7398	3.9502	1.5163	2.1255	2.389	1.4243	1.7842	2.281	2.6995	4.3076	1.594	0.3393	0	2.913	0	1.3681	0.2592	0	0.4434
TCGA-X6-A7WA-01A	2.8639	0	0	3.0831	1.2813	0	0	0	0.6968	28.3617	2.6961	2.4639	4.6791	0	0	1.8312	5.7447	0	2.3189	0	1.0055	3.0974
TCGA-X6-A7WA-10A	3.7569	0	0	2.7059	0	1.2075	0	0	0	1.4876	3.2975	1.4093	4.9391	3.7947	0	0	0	1.3392	1.7408	3.351	1.2693	0
TCGA-FX-A48G-10A	0.7093	0	0	3.5151	0	2.8642	0	1.1488	1.2353	1.0251	0	0.6729	0	0.6863	0	0	0	0	0	0	0	0
TCGA-FX-A48G-11A	1.3579	0	1.573	0.6965	0	0	5.5058	0	0	0	0	2.0079	0	0.7457	0	0	0	0	0	0	0	0
TCGA-FX-A48G-01A	13.9131	11.3632	10.8005	5.1637	4.4261	19.9824	10.7105	6.0654	51.3209	21.4886	13.9547	17.0394	2.6692	11.3119	10.22	7.972	19.2768	2.7105	7.9947	29.4594	1.2377	1.6164
TCGA-X9-A973-01A	2.6221	6.2998	4.7054	10.0198	0	8.1714	12.2597	4.5899	1.2395	0	6.1527	5.5858	6.4349	1.6005	1.1906	0.2786	2.6718	1.6324	3.26	1.664	1.3244	0
TCGA-X9-A973-10A	1.0472	0	1.3286	2.2994	0	0	1.422	1.3378	1.161	0	0	0	1.296	1.2983	0	0	0	3.6712	1.4432	1.3063	0	0
TCGA-JV-A5VE-01A	19.3137	31.0506	11.4133	43.3386	9.4871	5.2615	7.1181	36.231	7.4477	20.8854	6.7821	28.4223	13.7162	12.4382	5.71	5.9633	16.3968	14.7241	1.1619	7.3464	5.1571	0.8798
TCGA-JV-A5VE-10A	0	4.9841	0.9211	2.995	1.1694	0	7.4886	0	1.4893	0	5.3595	1.309	0	0.8137	0	2.9846	0	0	0.9451	0	0	0
TCGA-DX-A3U9-10A	0	4.3791	0	0	0	0	1.4545	0	1.1545	3.0604	1.4375	0	0	0	0	1.4683	0	1.9048	1.4806	0	0	0
TCGA-DX-A3U9-01A	6.3948	4.678	6.7346	5.004	16.0861	6.2592	2.8092	8.8416	7.4627	16.1278	6.8628	5.7332	13.86	3.382	4.8534	1.0157	7.7964	6.9917	8.2181	1.001	3.6129	0.5396
TCGA-WK-A8XS-10E	0	1.3989	0	0	0	1.4775	0	1.5108	0	3.2924	1.5412	0	3.2873	0	1.6224	0	1.5151	0	1.7055	2.948	0	0
TCGA-WK-A8XS-01A	4.5213	6.8085	3.7818	2.5917	1.4035	31.029	0.5519	0	3.8747	1.8609	5.9049	0.5348	34.9415	6.3883	0.6178	6.2719	26.4814	2.2302	3.7964	4.7148	0	0
TCGA-QQ-A5VD-10A	0	0.9794	1.3568	3.2929	0	7.0349	4.8014	0	0	0	2.3083	3.0016	0	1.265	0	0	0	0	0	1.3063	0	1.1275
TCGA-QQ-A5VD-01A	2.0576	0	0	1.8129	0.3913	5.0636	0	0.9485	1.0941	0.3261	0.9665	2.0351	0	1.3489	2.7231	0	0.9323	0	1.79	2.966	0	0
TCGA-DX-A6B7-01A	10.7166	3.7641	0.8866	8.0878	3.1996	0.9574	1.5273	4.1769	2.4643	22.8803	4.0147	4.7333	15.2468	1.3517	0	3.1594	2.661	1.794	5.6456	8.3803	0	0.2659
TCGA-DX-A6B7-10A	7.5183	17.8841	5.3046	0	0	1.6001	1.0957	1.2924	0	12.1288	1.6758	0	0	0	0.9043	0	0	1.5015	0	0	0	0
TCGA-IE-A6BZ-10A	2.5649	0	1.0679	1.1231	1.4856	0	0	0	0	1.4088	0.6084	0	0	1.4881	0	0	0	0	1.3532	0.9899	1.6422	0
TCGA-IE-A6BZ-01A	20.6503	2.3754	13.425	13.9935	5.1126	107.8848	29.859	23.0089	6.7652	6.5574	9.3172	13.4645	10.3014	0.6777	7.1446	2.8203	15.9058	12.8173	25.9358	15.2454	0.2815	1.3228
TCGA-X2-A95T-01A	5.1091	26.5291	4.6722	4.6911	10.4014	5.2716	10.3079	8.2597	2.6145	0.7446	0.6681	6.9559	27.1619	16.2891	0.8349	11.1823	12.9461	2.2155	8.3057	10.6769	1.841	4.1043
TCGA-X2-A95T-10A	1.3676	2.6661	0	3.1966	0	2.1829	0	1.6054	0	2.4082	0	0	0	0	0	0	1.1685	2.2901	0	0	0	0
TCGA-X6-A8C3-01A	3.2359	13.0489	5.8131	3.3981	9.2113	6.9513	19.2026	13.9345	13.5857	14.1343	37.9537	14.1228	5.2455	2.8324	3.4725	5.2122	7.0984	9.5401	7.0018	7.9642	0.3827	3.7168
TCGA-X6-A8C3-10A	1.7257	2.1294	0	0	0	4.0968	1.0579	0	5.9667	1.7225	0	2.5426	9.6776	0	0	1.0411	0.8227	0	0	0	0	0
TCGA-DX-A8BO-10B	0	0	2.9527	0	0	1.3754	2.7446	3.2023	0	0	1.1516	2.5574	1.6295	0	0	0	0	0	1.0028	0	0.6983	0
TCGA-DX-A8BO-01A	13.381	14.4655	9.5645	9.7314	4.0912	11.4204	7.4462	15.6202	9.796	11.8156	16.1574	5.8853	1.2806	8.8073	2.3994	4.0545	10.6387	10.077	2.4934	5.6295	0.7552	9.2457
TCGA-DX-A8BN-01A	0.5808	20.4293	6.4151	4.1364	43.2003	53.5251	4.1017	8.33	3.2056	0	3.4703	4.3941	14.6714	1.9993	7.2126	27.015	6.0657	0.611	49.0751	2.0315	0.8652	7.1689
TCGA-DX-A8BN-11A	2.7949	1.0971	0	0	0	7.1768	0	0	0	0	0	0	1.4038	0	0	0	1.4097	1.4413	0	0	1.1004	0
TCGA-HB-A2OT-10A	0	6.5509	3.2008	3.1321	1.5895	5.8076	2.0427	0	0	0	2.9829	1.3609	0	2.7556	0	1.4705	1.5805	4.4348	1.53	1.4227	0	0
TCGA-HB-A2OT-01A	2.8767	2.4043	0	10.4547	7.7813	7.2576	7.919	0	9.3601	6.9943	0	2.674	10.2042	0.5941	0	6.2877	9.7896	0	1.4938	1.5791	0.3243	2.5269
TCGA-DX-AB2O-10A	1.9055	2.5942	3.6238	0.9796	2.8604	1.1706	3.6294	3.9603	0	2.4907	1.1379	0	0	4.0731	0	1.1375	0	2.0188	2.7021	0	0	0
TCGA-DX-AB2O-01A	218.5243	180.4443	113.9805	244.5496	20.2891	22.1553	24.8763	153.3617	33.0875	60.0144	46.7406	45.3481	70.7608	67.7249	0.7342	12.6831	12.5753	30.5477	2.8933	0	8.8464	0.7223
TCGA-KF-A41W-11A	0	0	0	0	0	0	0.7862	1.4753	0	0	0	1.2357	0	0	1.3596	0	0.8224	2.4445	0	0	0	1.3321
TCGA-KF-A41W-10A	2.6764	0	0	0	0	0	1.9947	0	0.9752	0	0	7.1346	0	1.8925	0	0	3.2311	0	0	1.1378	0	1.564
TCGA-KF-A41W-01A	12.1802	6.8719	3.3314	5.4873	21.2168	3.8442	4.6359	11.9461	5.8421	14.8329	6.2029	4.2568	43.489	2.7379	11.3779	1.4988	15.0742	30.9186	8.1202	5.6878	0.6788	3.0128
TCGA-QC-A7B5-01A	10.5452	1.9891	2.3036	1.9153	0.695	0.5496	7.2692	0	4.4847	0	0	0	2.5218	0.4732	0.48	5.8686	2.6056	0.4812	3.4039	4.9191	0	0
TCGA-QC-A7B5-11A	0	2.4172	5.1228	4.3193	6.3879	0	0	0	0	4.4167	0	0	2.2839	0	6.532	0	0	0	0	0.9053	0	0
TCGA-DX-AB3B-01A	0	4.9167	8.9593	1.5401	3.669	4.4435	2.6564	2.438	3.8755	3.9913	10.4243	2.2676	8.1392	1.3347	0	2.071	0	1.1076	2.6838	0	0	0
